ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
1075,0,Ethiopia,0,41.9351,9.4547,355425.81,5/29/96,6/10/96,News,40,50000,Heavy rain,1
1076,0,Somalia,0,45.201,4.53955,4532.73,6/13/96,6/14/96,News,3,400,Heavy rain,1
1077,0,China,0,115.873,27.3146,150091.92,5/30/96,6/2/96,News,0,22800,Heavy rain,1
1078,0,China,0,111.292,25.1596,233546.84,6/13/96,6/25/96,News,340,37770,Heavy rain,2
1079,0,Italy,0,10.8096,44.2003,66764.81,6/19/96,6/23/96,News,17,300,Heavy rain,1
1080,0,India,0,73.762,26.5766,328726.92,6/10/96,6/30/96,News,63,20000,Monsoonal rain,1
1081,0,USA,,-77.5231,39.6615,18336.02,6/10/96,6/30/96,News,0,0,Heavy rain,1
1082,0,Bangladesh,0,90.1016,25.2408,59266.77,6/27/96,7/9/96,News,6,72000,Monsoonal rain,1
1083,0,China,0,118.323,30.8939,236745.24,6/30/96,7/8/96,News,43,271200,Heavy rain,2
1084,0,Russia,0,108.345,58.4808,614642.51,7/3/96,7/7/96,News,0,220000,Heavy rain,1
1085,0,Venezuela,0,-65.5304,3.41039,179130.94,7/1/96,7/20/96,News,0,15000,Heavy rain,2
1086,0,Indonesia,0,95.7105,5.15947,10102.81,7/5/96,7/10/96,News,0,18000,Heavy rain,1
1087,0,Iran,0,46.4851,37.9198,101579.27,7/12/96,7/16/96,News,25,0,Heavy rain,1
1088,0,India,0,92.3599,27.4105,128966.83,7/10/96,7/24/96,News,82,3000000,Monsoonal rain,1
1089,0,Liberia,0,-10.3271,6.61336,18255.11,7/15/96,7/18/96,News,0,0,Brief torrential rain,1
1090,0,India,0,85.6883,24.7685,171939.46,7/17/96,8/10/96,News,74,4000000,Heavy rain,1
1091,0,Thailand,0,101.482,17.5507,314300.03,7/18/96,8/21/96,News,29,343386,Tropical cyclone,1
1092,0,USA,0,-79.2426,40.99,53521.56,7/18/96,7/21/96,News,2,115,Heavy rain,2
1093,0,Canada,0,-69.5894,49.6542,52912.34,7/19/96,7/22/96,News,10,12000,Heavy rain,1
1094,0,Bangladesh,0,89.9688,23.0267,69103.34,7/19/96,8/2/96,News,50,2300000,Monsoonal rain,1
1095,0,Nepal,0,86.0093,27.8829,3253.22,7/20/96,7/23/96,News,61,72,Monsoonal rain,1
1096,0,China,0,111.032,23.3441,17021.75,7/19/96,7/25/96,News,0,0,Heavy Rain,1
1097,0,Philippines,0,120.781,15.2776,23203.29,7/22/96,8/3/96,News,89,40000,Heavy Rain,1
1098,0,Russia,0,136.205,48.4439,524911.5,8/1/96,8/25/96,News,4,14000,Heavy Rain,1
1099,0,China,0,118.021,25.6245,138167.33,8/6/96,8/10/96,News,266,100000,Heavy Rain,2
1100,0,Turkey,0,29.0754,41.0859,2205.05,8/7/96,8/11/96,News,2,180,Heavy Rain,1
1101,0,Spain,0,-0.039184,42.5324,3515.87,8/7/96,8/9/96,News,85,800,Heavy Rain,1
1102,0,Mongolia,0,106.98,47.942,4369.66,8/9/96,8/11/96,News,6,0,Heavy Rain,1
1103,0,Ethiopia,0,38.95,11.558,468886.77,8/12/96,8/30/96,News,0,30000,Heavy Rain,2
1104,0,Vietnam,0,104.581,21.7574,84499.81,8/18/96,8/25/96,News,55,90000,Monsoonal rain,2
1105,0,Bangladesh,0,90.2861,25.3736,26913.05,8/26/96,9/7/96,News,20,100000,Heavy Rain,1
1106,0,North Korea,South Korea,127.46,39.0121,100943.59,7/25/96,8/30/96,News,205,535000,Heavy Rain,1
1107,0,Sudan,0,33.0459,16.3551,107541.26,9/2/96,9/6/96,News,17,4000,Heavy Rain,1
1108,0,Pakistan,0,72.4557,30.8497,202950.18,9/2/96,9/7/96,News,119,100000,Heavy Rain,2
1109,0,USA,0,-78.5415,37.0785,293737.99,9/5/96,9/13/96,News,34,4000,Tropical Cyclone,1
1110,0,Nepal,0,85.4779,27.9198,7996.37,9/6/96,9/13/96,News,20,1000,Heavy Rain,1
1111,0,Sudan,0,32.5514,15.6171,10691.5,9/10/96,9/15/96,News,0,800,Heavy Rain,1
1112,0,Puerto Rico,Dominican Republic,-66.4234,18.2334,11196.99,9/11/96,9/19/96,News,24,10000,Tropical Cyclone,1
1113,0,Cambodia,Laos,105.076,13.9861,232589.88,9/27/96,10/4/96,News,46,1000,Monsoonal rain,1
1114,0,Mexico,0,-110.047,23.595,9305.78,9/13/96,9/14/96,News,1,300,Tropical Cyclone,1
1115,0,Canada,0,-62.9104,45.2409,47106.25,9/15/96,9/18/96,News,0,0,Tropical Cyclone,2
1116,0,USA,0,-100.889,36.0084,5542.29,9/18/96,9/20/96,News,0,0,Brief Torrential Rain,1
1117,0,China,0,109.807,19.4326,36474.36,9/20/96,10/1/96,News,38,0,Tropical Cyclone,1
1118,0,Bosnia,0,17.0015,44.4291,24391.06,9/20/96,9/24/96,News,1,0,Heavy Rain,2
1119,0,Vietnam,0,105.275,10.2001,22610.8,10/1/96,11/13/96,News,162,200000,Heavy Rain,1
1120,0,Thailand,0,100.456,14.0414,116474.44,10/3/96,10/28/96,News,60,0,Monsoonal rain,1
1121,0,Mexico,0,-101.877,25.8792,366782.14,10/6/96,10/10/96,News,0,9000,Heavy Rain,1
1122,0,Honduras,Costa Rica,-83.7888,11.8569,272817.98,10/14/96,10/18/96,News,11,10500,Heavy Rain,1
1123,0,USA,0,-72.2832,42.3331,67013.98,10/19/96,10/23/96,News,5,700,Heavy Rain,2
1124,0,Indonesia,0,110.139,-7.33507,11936.75,10/20/96,10/22/96,News,13,5000,Heavy Rain,1
1125,0,India,0,78.7288,15.0341,177527.02,10/21/96,10/25/96,News,326,100000,Heavy Rain,1
1126,0,Sudan,0,28.8983,7.04878,69798.15,10/22/96,10/26/96,News,102,8000,Heavy Rain,1
1127,0,Somalia,0,45.5183,3.55799,64924.17,11/6/96,11/10/96,News,0,2000,Heavy Rain,1
1128,0,India,0,81.7657,17.0009,21445.46,11/6/96,11/10/96,News,2500,140000,Tropical Cyclone,2
1129,0,Iceland,0,-16.7921,64.3628,5678.59,11/6/96,11/7/96,News,0,0,Snowmelt,1
1130,0,Iran,0,53.0682,36.4069,16758.37,11/9/96,11/13/96,News,5,12000,Heavy Rain,1
1131,0,Egypt,0,32.7554,25.8386,37943.47,11/13/96,11/25/96,News,23,1050,Heavy Rain,1
1132,0,Haiti,0,-72.5452,19.7426,1037.99,11/13/96,11/17/96,News,18,160,Heavy Rain,1
1133,0,Dominican Republic,0,-70.8404,19.5692,6750.71,11/17/96,11/23/96,News,3,3000,Tropical Cyclone,1
1134,0,Albania,0,19.7026,41.7999,1123.04,11/19/96,11/21/96,News,0,50,Heavy Rain,1
1135,0,Greece,Bulgaria,25.0311,41.263,23590.12,12/1/96,12/4/96,News,5,300,Heavy Rain,1
1136,0,Venezuela,0,-65.5673,9.91226,181898.2,12/3/96,12/5/96,News,0,10000,Heavy Rain,1
1137,0,France,0,3.51066,43.359,26323.22,12/5/96,12/10/96,News,0,50,Heavy Rain,1
1138,0,Spain,Portugal,-6.49679,37.7648,36920.87,12/22/96,12/26/96,News,3,1800,Heavy Rain,1
1139,0,Malaysia,0,117.312,5.51372,73244.21,12/26/96,12/28/96,News,200,7000,Heavy Rain,1
1140,0,USA,0,-122.188,46.4439,272684.55,12/26/96,1/3/97,News,10,50,Rain and snowmelt,1
1141,0,USA,0,-120.663,37.544,156686.54,1/1/97,2/1/97,News,20,100000,Heavy rain,2
1142,0,Bangladesh,0,92.1256,22.4865,28272.06,3/19/97,3/24/97,News,25,5000,Heavy rain,1
1143,0,Madagascar,0,46.1824,-23.2873,146889.69,1/20/97,1/26/97,News,140,63000,Tropical cyclone,2
1144,0,Bolivia,0,-65.0131,-16.7329,689139.65,2/1/97,2/15/97,News,40,30000,Heavy rain,2
1145,0,Peru,0,-72.3791,-13.7619,7522.33,2/17/97,2/17/97,News,41,600,Heavy rain,1
1146,0,USA,0,-89.0638,41.8434,30332.64,2/21/97,2/25/97,News,0,700,Rain and snowmelt,1
1147,0,Palestine,0,35.229,32.165,3610.33,2/22/97,2/26/97,News,16,0,Heavy rain,1
1148,0,Malawi,Mozambique,34.85,-17.399,211803.7,1/15/97,2/28/97,News,78,300000,Heavy rain,1
1149,0,USA,0,-84.7835,37.9384,179911.2,2/28/97,3/15/97,News,50,0,Heavy rain,2
1150,0,Brazil,0,-70.2658,-9.1371,152482.11,1/15/97,3/15/97,News,9,55000,Heavy rain,2
1151,0,USA,0,-122.426,47.0502,65906.03,3/15/97,3/19/97,News,4,600,Heavy rain,1
1152,0,Australia,0,145.709,-18.0116,108575.22,3/22/97,3/24/97,News,2,0,Tropical cyclone,1
1153,0,USA,0,-95.3809,45.9476,282467.25,3/22/97,4/25/97,News,0,50000,Heavy rain,2
1154,0,Tanzania,0,38.2344,-9.62715,148922.15,3/20/97,4/15/97,News,61,3000,Heavy rain,1
1155,0,Bangladesh,0,92.071,21.7744,10108.25,6/14/97,6/20/97,News,0,4000,Heavy rain,1
1156,0,Somalia,0,46.6188,3.30559,27158.42,5/2/97,5/7/97,News,0,1740,Heavy rain,1
1157,0,Nepal,0,87.8099,26.9811,4625.21,6/10/97,6/11/97,News,20,0,Monsoonal rain,1
1158,0,China,0,115.176,26.0024,832682.35,7/6/97,8/1/97,News,287,200000,Monsoonal rain,1
1159,0,Sweden,0,21.4825,65.547,4247.58,7/27/97,7/29/97,News,0,20,Heavy rain,1
1160,0,Czech Republic,0,17.1002,49.6816,34986.66,7/2/97,7/24/97,News,48,40000,Heavy rain,2
1161,0,Poland,0,16.7191,51.0166,34953.58,7/3/97,8/9/97,News,54,162500,Heavy rain,2
1162,0,Bangladesh,0,91.9783,22.3517,9613.73,7/3/97,7/15/97,News,100,200000,Heavy rain,1
1163,0,Germany,0,14.5282,51.8508,8359.36,7/4/97,8/9/97,News,0,5200,Heavy rain,2
1164,0,Romania,0,23.9956,45.0709,28274.91,7/25/97,8/5/97,News,6,8000,Heavy rain,1
1165,0,Bangladesh,0,91.961,22.0189,10101.18,7/29/97,8/4/97,News,15,30000,Heavy rain,1
1166,0,USA,0,-104.97,40.3845,15184.9,7/25/97,8/1/97,News,5,400,Heavy rain,1
1167,0,China,0,114.815,22.6192,34586.09,8/2/97,8/7/97,News,65,0,Tropical cyclone,1
1168,0,India,0,86.2554,24.0572,201818.75,8/1/97,8/11/97,News,24,100000,Monsoonal rain,1
1169,0,China,0,114.116,22.3798,1368.35,8/13/97,8/15/97,News,0,4000,Monsoonal rain,2
1170,0,USA,0,-112.602,35.7791,7779.06,8/10/97,8/12/97,News,11,350,Heavy rain,1
1171,0,Taiwan,0,121.6,24.719,6415.04,8/16/97,8/22/97,News,31,0,Tropical cyclone,1
1172,0,India,0,77.3409,31.7905,57530.65,8/8/97,8/14/97,News,200,0,Monsoonal rain,1
1173,0,Philipines,0,120.631,15.2748,19168.93,8/15/97,8/23/97,News,21,265000,Tropical cyclone,1
1174,0,China,0,120.262,29.9379,67369.75,8/15/97,8/21/97,News,56,790000,Tropical cyclone,1
1175,0,Sudan,0,29.6279,18.3168,659807.43,8/18/97,8/20/97,News,0,5200,Heavy rain,1
1176,0,Burma,0,96.4768,17.9384,70639.57,8/10/97,8/20/97,News,100,3000,Monsoonal rain,1
1177,0,Chile,0,-69.2465,-22.673,224909.6,8/15/97,8/19/97,News,10,0,Heavy rain,1
1178,0,Thailand,0,98.9673,9.32083,31968.99,8/19/97,9/1/97,News,46,200000,Monsoonal rain,1
1179,0,Morocco,0,-8.05774,32.0529,65146.89,8/24/97,8/26/97,News,15,0,Heavy rain,1
1180,0,China,0,110.884,21.6936,55174.38,8/19/97,8/25/97,News,345,54000,Tropical cyclone,1
1181,0,Pakistan,0,72.5263,32.3559,276909.38,8/12/97,9/3/97,News,165,836300,Monsoonal rain,2
1182,0,Afghanistan,0,70.2244,34.8425,6428.1,9/7/97,9/8/97,News,30,600,Heavy rain,1
1183,0,Thailand,0,103.765,17.038,43610.16,8/19/97,9/1/97,News,46,300000,Monsoonal rain,1
1184,0,Sri Lanka,0,80.2592,6.90986,11299.62,9/13/97,9/17/97,News,10,5000,Heavy rain,1
1185,0,Mexico,USA,-115.892,31.4717,71560.63,9/25/97,9/27/97,News,0,240,Tropical cyclone,1
1186,0,Mexico,0,-92.6201,15.9418,97067.58,9/25/97,9/29/97,News,12,0,Tropical cyclone,1
1187,0,Morocco,0,-6.53758,32.1426,83476.48,9/28/97,9/29/97,News,60,0,Brief torrential rain,1
1188,0,Vietnam,0,108.01,15.9136,15921.29,9/20/97,9/29/97,News,28,0,Tropical cyclone,1
1189,0,Spain,0,-1.19292,38.1123,22494.36,9/28/97,10/1/97,News,5,400,Heavy rain,1
1190,0,Mexico,0,-98.4104,16.8657,73534.35,10/6/97,10/12/97,News,400,3000,Tropical cyclone,1
1191,0,Brazil,Argentina,-53.1347,-25.9956,140125.04,10/5/97,10/15/97,News,0,3600,Heavy rain,1
1192,0,Colombia,0,-74.7673,9.43645,5122.89,10/14/97,10/16/97,News,2,15000,Heavy rain,1
1193,0,Brazil,0,-52.7608,-27.4068,465786.57,10/15/97,10/22/97,News,0,21000,Heavy rain,1
1194,0,Greece,Turkey,27.2944,39.6015,116574.14,10/12/97,10/18/97,News,0,0,Heavy rain,1
1195,0,Somalia,Kenya,43.7102,3.64911,713804.88,10/19/97,11/28/97,News,2000,230000,Heavy rain,2
1196,0,Mexico,0,-92.2262,16.2641,72854.48,10/27/97,10/31/97,News,8,1200,Heavy rain,1
1197,0,Portugal,0,-8.21596,39.2204,40357.57,10/29/97,11/2/97,News,29,50,Heavy rain,1
1198,0,Vietnam,0,105.641,9.71488,34008.19,11/2/97,11/12/97,News,594,30000,Tropical cyclone,2
1199,0,Spain,Portugal,-7.32497,38.6249,71613.68,11/5/97,11/12/97,News,33,0,Heavy rain,2
1200,0,Albania,0,19.7114,41.8429,1640.67,12/20/97,12/23/97,News,0,400,Heavy rain,1
1201,0,Tanzania,0,34.0253,-6.08419,323808.14,12/20/97,12/31/97,News,38,104000,Heavy rain,1
1202,0,Brazil,0,-49.0558,-23.8999,97027.22,1/22/97,1/27/97,News,10,11000,Heavy rain,1
1203,0,Saudi Arabia,0,39.3523,22.6243,131573.32,1/7/97,1/8/97,News,10,0,Heavy rain,1
1204,0,China,0,83.1199,43.4361,62966.22,1/14/97,1/18/97,News,21,50400,Rain and snowmelt,1
1205,0,Greece,0,22.5987,37.5096,34742.28,1/12/97,1/14/97,News,6,300,Heavy rain,2
1206,0,Turkey,0,27.1915,39.041,73848.78,1/8/97,1/10/97,News,3,100,Heavy rain,2
1207,0,Brazil,0,-44.4386,-19.298,346997.05,1/1/97,1/8/97,News,81,43000,Heavy rain,1
1208,0,Morocco,0,-5.92373,33.0225,9158.63,1/5/97,1/7/97,News,23,0,Heavy rain,1
1209,0,Georgia,0,44.1686,42.1497,56749.17,1/1/97,1/6/97,News,3,0,Rain and snowmelt,1
1210,0,USA,0,-120.005,41.2971,717982.08,12/26/96,1/3/97,News,23,110000,Heavy rain,1
1211,0,Jordan,0,35.9814,31.9335,1208.77,2/22/97,2/26/97,News,4,0,Heavy rain,1
1212,0,Iran,0,52.6964,30.0776,488269.97,3/25/97,3/30/97,News,2,0,Heavy rain,1
1213,0,Saudi Arabia,0,43.4738,18.9038,98253.71,3/25/97,3/28/97,News,16,0,Heavy rain,1
1214,0,Ecuador,0,-80.1618,-2.75775,25946.27,3/9/97,3/24/97,News,12,1000,Heavy rain,1
1215,0,Philippines,0,125.768,8.88096,18316.69,3/9/97,3/13/97,News,18,105000,Heavy rain,1
1216,0,Fiji,0,178.043,-17.8225,13551.97,3/6/97,3/8/97,News,17,1300,Tropical cyclone,1
1217,0,Egypt,0,30.6766,30.4282,68464.63,3/2/97,3/4/97,News,4,0,Heavy rain,1
1218,0,Bolivia,0,-65.6191,-13.0626,365814.53,3/1/97,3/4/97,News,16,0,Heavy rain,2
1219,0,Nigeria,0,4.03785,7.46328,17287.47,4/30/97,5/1/97,News,5,0,Heavy rain,1
1220,0,Georgia,0,43.9997,42.2803,31945.28,4/26/97,5/2/97,News,4,300,Heavy rain,1
1221,0,Iran,0,59.4723,32.8139,17008.77,4/26/97,5/5/97,News,6,1500,Heavy rain,1
1222,0,Russia,0,89.0683,60.8855,26136.96,4/24/97,4/30/97,News,3,1000,Ice jam/break-up,1
1223,0,Ethiopia,0,37.5439,5.99224,12361.43,4/19/97,4/22/97,News,29,0,Heavy rain,1
1224,0,Russia,0,40.082,47.3337,12912.59,4/15/97,4/17/97,News,2,500,Heavy rain,1
1225,0,Philippines,0,120.715,14.8299,10763.25,5/25/97,5/27/97,News,35,210000,Tropical cyclone,1
1226,0,China,0,113.348,22.9053,174990.06,5/3/97,5/16/97,News,135,360000,Heavy rain,2
1227,0,Afghanistan,0,67.037,36.2132,121878.82,5/12/97,5/15/97,News,40,0,Rain and snowmelt,1
1228,0,China,0,109.438,23.8505,183090.32,5/9/97,5/13/97,News,111,0,Heavy rain,1
1229,0,China,0,117.365,25.4892,74261.33,5/5/97,5/11/97,News,19,0,Heavy rain,1
1230,0,South Africa,0,24.7505,-31.4163,332604.34,6/26/97,7/5/97,News,9,0,Heavy rain,1
1231,0,Italy,0,10.0135,45.9922,17109.34,6/26/97,6/29/97,News,2,700,Heavy rain,1
1232,0,India,0,71.3091,22.4404,183142.55,6/22/97,8/26/97,News,273,20000,Monsoonal rain,1
1233,0,Iran,0,48.0012,38.4007,25838.25,6/18/97,6/28/97,News,2,0,Heavy rain,1
1234,0,South Korea,0,127.643,36.2666,58700.73,6/22/97,6/26/97,News,10,0,Heavy rain,1
1235,0,Iran,0,59.9829,35.6264,31963.65,6/17/97,6/21/97,News,13,0,Heavy rain,1
1236,0,Chile,0,-71.9148,-36.9193,144383.48,6/10/97,6/24/97,News,20,51000,Heavy rain,2
1237,0,USA,0,-97.4788,29.5364,155894,6/19/97,6/23/97,News,3,350,Heavy rain,1
1238,0,Oman,0,55.9204,23.5684,21975.2,6/21/97,6/23/97,News,4,0,Heavy rain,1
1239,0,Japan,0,139.129,35.3672,18484.68,6/18/97,6/20/97,News,3,0,Tropical cyclone,1
1240,0,France,0,0.929309,49.4622,8004.45,6/14/97,6/17/97,News,4,0,Brief torrential rain,1
1241,0,Romania,0,22.2312,47.0273,8488.23,6/13/97,6/16/97,News,12,400,Heavy rain,2
1242,0,Ghana,0,0.117668,5.75584,4329.97,6/12/97,6/15/97,News,6,0,Heavy rain,1
1243,0,China,0,113.235,28.2139,25292.41,6/8/97,6/12/97,News,56,383000,Heavy rain,1
1244,0,Cuba,0,-77.8865,21.5523,73126.82,6/7/97,6/11/97,News,1,8300,Heavy rain,1
1245,0,China,0,103.687,26.8739,28999.54,6/3/97,6/10/97,News,40,0,Heavy rain,1
1246,0,China,0,104.958,31.2078,10074.02,6/6/97,6/10/97,News,150,0,Heavy rain,1
1247,0,El Salvador,0,-88.4334,13.4435,3052.89,6/6/97,6/9/97,News,4,0,Tropical cyclone,1
1248,0,China,0,114.213,22.3357,1017.5,6/2/97,6/4/97,News,1,0,Brief torrential rain,1
1249,0,Sudan,0,23.7585,12.7493,199029.73,7/25/97,7/30/97,News,5,3000,Heavy rain,1
1250,0,Moldava,0,28.3179,47.2508,28960.87,7/6/97,7/29/97,News,9,20000,Heavy rain,1
1251,0,Pakistan,0,74.5774,34.9725,5802.05,7/25/97,7/29/97,News,16,0,Monsoonal rain,1
1252,0,Pakistan,0,72.2365,32.2874,127909.46,7/25/97,7/28/97,News,31,0,Monsoonal rain,1
1253,0,Japan,0,135.571,33.9474,5933.05,7/24/97,7/27/97,News,5,1200,Tropical cyclone,1
1254,0,China,0,99.4781,26.94,27345.45,7/10/97,7/30/97,News,301,300000,Heavy rain,1
1255,0,China,0,104.42,35.2403,124210.68,7/17/97,7/22/97,News,19,0,Heavy rain,2
1256,0,India,0,76.6811,9.49041,233024.37,7/5/97,7/22/97,News,100,0,Monsoonal rain,1
1257,0,China,0,105.185,28.47,20184.73,7/15/97,7/18/97,News,48,0,Heavy rain,1
1258,0,India,0,92.9144,26.0909,70603.06,7/5/97,7/14/97,News,97,0,Monsoonal rain,1
1259,0,Japan,0,132.779,33.2972,95826.62,7/8/97,7/13/97,News,26,200,Heavy rain,1
1260,0,Iran,0,46.173,37.1834,109453.51,7/2/97,7/6/97,News,11,1400,Heavy rain,1
1261,0,Taiwan,0,121.135,24.8439,2934.8,7/2/97,7/5/97,News,8,0,Heavy rain,1
1262,0,Turkey,0,38.7219,40.6106,21242.69,7/2/97,7/4/97,News,4,0,Brief torrential rain,1
1263,0,South Korea,0,127.852,36.5943,11247.23,6/28/97,7/5/97,News,4,60,Heavy rain,1
1264,0,USA,0,-83.6856,42.8444,16278.89,6/30/97,7/3/97,News,16,0,Heavy rain,1
1265,0,India,0,74.8298,33.9398,40014.04,8/22/97,8/26/97,News,26,0,Monsoonal rain,1
1266,0,Malaysia,0,100.618,5.87962,11246.8,8/23/97,8/27/97,News,6,2115,Heavy rain,1
1267,0,India,0,75.4418,18.8234,228334.99,8/19/97,8/24/97,News,50,10000,Monsoonal rain,1
1268,0,China,0,110.494,24.9893,25075,8/7/97,8/14/97,News,13,0,Heavy rain,1
1269,0,Nepal,0,87.0354,27.3761,25206.39,8/8/97,8/12/97,News,30,0,Monsoonal rain,1
1270,0,Turkey,0,43.5376,39.6237,17023.39,8/7/97,8/12/97,News,11,0,Heavy rain,2
1271,0,Vietnam,0,104.011,21.8834,29185.99,8/1/97,8/7/97,News,12,800,Heavy rain,1
1272,0,South Korea,0,127.412,36.0741,47680.59,7/29/97,8/3/97,News,12,115,Heavy rain,1
1273,0,China,0,112.648,27.2307,124671.45,9/1/97,9/8/97,News,63,92000,Heavy rain,1
1274,0,Japan,0,130.992,31.8054,15277.8,9/9/97,9/14/97,News,17,30000,Tropical cyclone,1
1275,0,India,0,82.1012,16.9874,80644.64,9/19/97,9/24/97,News,32,20000,Tropical cyclone,1
1276,0,Iran,0,54.3393,37.061,30770.71,10/22/97,10/26/97,News,5,0,Heavy rain,1
1277,0,Kenya,0,39.7108,-3.00967,34475.16,10/15/97,10/23/97,News,23,0,Heavy rain,1
1278,0,Egypt,0,32.5751,26.5269,307644.01,10/17/97,10/23/97,News,12,0,Heavy rain,1
1279,0,Israel,0,34.8013,30.7803,23913.56,10/17/97,10/19/97,News,15,0,Heavy rain,1
1280,0,Jordan,0,35.7269,31.1246,24511.25,10/17/97,10/19/97,News,2,0,Heavy rain,1
1281,0,Iran,0,57.1698,37.1834,30591.2,10/5/97,10/9/97,News,3,0,Heavy rain,1
1282,0,Sudan,0,32.5751,16.276,20687.2,10/7/97,10/9/97,News,1,300,Heavy rain,1
1283,0,Portugal,0,-16.9882,32.7469,771.954,10/3/97,10/5/97,News,2,0,Heavy rain,1
1284,0,Kenya,0,39.8117,-0.852182,8840.19,11/30/97,12/3/97,News,11,10000,Heavy rain,1
1285,0,Tanzania,0,34.2604,-1.8476,28956.16,11/14/97,11/28/97,News,0,400,Heavy rain,1
1286,0,Uganda,0,34.1226,1.18459,20737.67,11/14/97,11/28/97,News,35,20000,Heavy rain,1
1287,0,Ecuador,0,-79.7529,-1.66383,119920.44,11/1/97,11/30/97,News,27,10000,Heavy rain,1
1288,0,Syria,0,38.3799,34.5539,138439.98,11/1/97,11/8/97,News,7,0,Heavy rain,1
1289,0,Indonesia,0,99.0695,2.80788,49813.23,11/1/97,11/6/97,News,3,0,Heavy rain,1
1290,0,Indonesia,0,113.312,-7.85837,6230.53,12/24/97,12/27/97,News,5,0,Heavy rain,1
1291,0,Malawi,0,33.7397,-11.9549,59475.24,12/19/97,12/24/97,News,4,1500,Heavy rain,1
1292,0,USA,0,-96.9889,31.4835,54842.44,12/18/97,12/22/97,News,4,0,Heavy rain,1
1293,0,Argentina,0,-63.4357,-32.7208,325475.47,12/9/97,12/14/97,News,2,1000,Heavy rain,1
1294,0,Egypt,0,32.2236,29.6688,113068.3,12/10/97,12/14/97,News,4,0,Heavy rain,1
1295,0,India,0,78.9883,13.8493,384888.4,12/4/97,12/9/97,News,6,0,Monsoonal rain,1
1296,0,Australia,0,145.996,-18.7466,33825.92,1/1/98,2/1/98,News,1,64,Tropical cyclone,1
1297,0,Congo,0,26.7574,-0.823791,958684.48,12/20/97,1/12/98,News,3,20000,Tropical cyclone,2
1298,0,Kenya,Somalia,36.7352,-2.3061,386426.39,1/1/98,1/20/98,News,86,346000,Tropical cyclone,2
1299,0,Peru,Ecuador,-72.7401,-10.0704,1990345.45,11/15/97,2/12/98,News,200,100000,Tropical cyclone,1
1300,0,Australia,0,131.849,-14.556,267569.3,1/25/98,1/28/98,News,2,24,Tropical cyclone,2
1301,0,USA,0,-80.5265,33.3837,265450.29,2/3/98,2/24/98,News,42,0,Tropical cyclone,1
1302,0,USA,Mexico,-119.707,35.1755,63270.72,2/3/98,2/21/98,News,13,3500,Tropical cyclone,2
1303,0,Peru,Ecuador,-75.7124,-6.77841,1339873.49,2/10/98,3/15/98,News,364,0,Tropical cyclone,1
1304,0,Paraguay,0,-57.8725,-20.8879,317648.25,12/15/97,2/13/98,News,50,100000,Tropical cyclone,1
1305,0,Bulgaria,Turkey,28.5065,40.8159,62742.78,12/14/97,2/16/98,News,1,200,Snowmelt,1
1306,0,Bolivia,0,-64.425,-15.6996,376693.59,2/11/98,2/13/98,News,60,1500,Heavy rain,1
1307,0,Afghanistan,0,61.9152,32.1096,75879.96,2/20/98,2/27/98,News,30,3000,Heavy rain,1
1308,0,Pakistan,Iran,60.1151,27.187,165619.86,3/2/98,3/5/98,News,300,240000,Heavy rain,1
1309,0,Australia,0,137.79,-16.5749,128474.03,3/1/98,3/6/98,News,0,22,Tropical cyclone,2
1310,0,South Africa,0,28.6857,-31.5385,65214.93,3/1/98,3/4/98,News,7,200,Heavy rain,1
1311,0,USA,0,-86.3593,32.6867,185209.85,3/7/98,3/13/98,News,11,18000,Heavy rain,2
1312,0,UK,0,-3.59305,52.8983,2149.31,3/7/98,3/8/98,News,0,2,Heavy rain,1
1313,0,Somalia,0,44.0844,2.27983,244738.52,10/15/97,1/9/98,News,2311,250000,Heavy rain,1
1314,0,Malawi,0,35.1972,-13.8676,48379.4,1/19/98,2/4/98,News,0,10000,Heavy rain,1
1315,0,Greece,0,22.2868,40.7361,20431.89,2/6/98,2/7/98,News,1,0,Heavy rain,1
1316,0,Russia,0,39.3706,46.5334,34202.54,2/18/98,3/7/98,News,1,88000,Snowmelt,1
1317,0,Mexico,0,-116.395,31.3876,8447.57,2/23/98,2/24/98,News,4,800,Heavy rain,1
1318,0,Brazil,0,-52.2934,-31.3201,54369.93,2/20/98,2/21/98,News,1,0,Heavy rain,1
1319,0,China,0,113.08,30.3557,199739.2,3/6/98,3/13/98,News,2,130000,Heavy rain,2
1320,0,Indonesia,0,109.837,-7.52394,44400.86,2/25/98,2/27/98,News,0,0,Heavy rain,1
1321,0,Yemen,0,43.6641,14.5118,28619.3,3/14/98,3/16/98,News,0,1600,Heavy rain,1
1322,0,Zambia,Burundi,23.1216,-17.3257,158186.65,3/17/98,3/19/98,News,0,288,Heavy rain,1
1324,0,USA,0,-82.2758,28.5031,19146.28,3/20/98,3/24/98,News,0,560,Heavy rain,2
1325,0,USA,0,-82.0641,32.3567,39686.6,3/21/98,3/23/98,News,0,80,Heavy rain,1
1326,0,Indonesia,0,110.866,-7.84969,26873.79,3/24/98,3/25/98,News,0,400,Heavy rain,1
1327,0,Iran,0,50.8055,31.6288,203421.89,3/28/98,4/5/98,News,84,10000,Brief torrential rain,1
1328,0,Democratic Republic of the Congo,0,16.0739,-5.06649,97718.77,3/26/98,3/27/98,News,8,0,Brief torrential rain,1
