ID,GlideNumber,Country,OtherCountry,long,lat,Area,Began,Ended,Validation,Dead,Displaced,MainCause,Severity
1329,0,USA,0,-71.0969,44.1028,46556.73,3/31/98,4/7/98,News,0,0,Snowmelt,2
1330,0,Canada,0,-79.9563,45.4629,283521.75,3/28/98,4/6/98,News,2,3463,Snowmelt,1
1331,0,Vanuatu,0,166.98,-15.4533,1537,3/31/98,4/1/98,News,0,800,Tropical cyclone,1
1332,0,Central African Republic,0,18.107,4.73891,45900.39,4/6/98,4/7/98,News,6,200,Brief torrential rain,1
1333,0,UK,0,-0.487124,52.4385,16143.46,4/10/98,4/13/98,News,5,300,Brief torrential rain,2
1334,0,Argentina,Paraguay,-60.1238,-25.0627,541026.68,4/14/98,5/10/98,News,68,700000,Heavy rain,2
1335,0,USA,0,-84.3936,39.593,70592.46,4/15/98,4/17/98,News,0,0,Brief torrential rain,1
1336,0,Australia,0,150.68,-33.4122,130852.07,4/10/98,4/10/98,News,0,0,Heavy rain,1
1337,0,Afghanistan,0,70.1197,36.2104,117672.86,4/6/98,4/10/98,News,30,5000,Heavy rain,1
1338,0,Afghanistan,0,63.8934,30.4727,35004.11,4/11/98,4/11/98,News,0,0,"Dam/Levy, break or release",1
1339,0,Brazil,0,-51.6527,-28.1884,209608.83,4/11/98,4/11/98,News,0,11200,Heavy rain,1
1340,0,USA,0,-81.7676,35.5681,79602.78,4/17/98,4/21/98,News,2,1200,Heavy rain,1
1341,0,Poland,0,21.4107,50.7686,50161.72,4/20/98,4/26/98,News,0,1500,Heavy rain,1
1342,0,Indonesia,0,103.962,-3.61067,114756.4,4/15/98,4/16/98,News,13,400,Heavy rain,1
1343,0,South Africa,0,22.0037,-33.1981,73478.43,4/23/98,4/24/98,News,0,200,Brief torrential rain,1
1345,0,Tajikistan,0,68.9337,38.4369,59531.17,4/24/98,5/7/98,News,203,20000,Heavy rain,1
1346,0,China,0,113.915,22.4657,5592.68,4/26/98,4/27/98,News,0,0,Brief torrential rain,1
1347,0,Afghanistan,0,67.6631,34.4548,106288.47,4/26/98,4/28/98,News,35,0,Rain and snowmelt,1
1348,0,USA,0,-95.4484,35.354,287302.14,4/26/98,4/28/98,News,4,0,Heavy rain,1
1349,0,Papua New Guinea,0,142.971,-7.16459,53963.34,4/27/98,5/1/98,News,0,30000,Heavy rain,1
1350,0,Tanzania,0,37.4212,-6.9505,169775.58,4/27/98,5/4/98,News,5,4600,Brief torrential rain,1
1351,0,Paraguay,0,-59.1497,-22.9217,242666.66,3/1/98,5/7/98,News,55,85000,Heavy rain,1
1352,0,Italy,0,12.982,41.6911,17721.98,5/1/98,5/7/98,News,148,3463,Heavy rain,1
1353,0,Russia,0,39.7084,59.9746,62266.04,5/4/98,5/7/98,News,0,0,Snowmelt,2
1354,0,Australia,0,149.409,-28.745,209225.63,5/6/98,5/11/98,News,0,0,Heavy rain,1
1355,0,USA,0,-73.127,42.2478,1697.01,5/8/98,5/10/98,News,0,0,Heavy rain,2
1356,0,USA,0,-75.1601,40.0212,15355.36,5/11/98,5/13/98,News,0,124,Heavy rain,1
1357,0,Indonesia,0,107.054,-6.65077,23656.09,5/11/98,5/13/98,News,0,0,Heavy rain,1
1359,0,China,0,111.459,28.7172,96993.28,5/1/98,5/5/98,News,0,2000,Brief torrential rain,1
1360,0,Iran,0,60.2508,32.7421,125228.8,5/12/98,5/16/98,News,27,0,Brief torrential rain,1
1361,0,China,0,117.939,25.1204,60529.47,5/12/98,5/17/98,News,11,0,Heavy rain,1
1362,0,Siberia,0,131.959,63.9567,314770.65,5/16/98,6/6/98,News,15,51000,Ice jam/break-up,2
1363,0,Bangladesh,0,90.0268,23.4505,34065.64,5/20/98,5/30/98,News,0,0,Tropical cyclone,1
1364,0,Turkey,0,31.4914,38.7795,142697.44,5/20/98,5/23/98,News,19,514,Brief torrential rain,1
1365,0,Somalia,0,41.8261,0.671164,100633.14,5/19/98,5/21/98,News,0,0,Heavy rain,1
1366,0,China,0,83.6735,40.9204,178662.77,5/16/98,5/20/98,News,11,508,Brief torrential rain,1
1370,0,China,0,112.018,26.7131,70343.63,5/20/98,5/25/98,News,58,106000,Heavy rain,2
1372,0,Kyrgyzstan,0,70.3738,41.7768,45397,5/18/98,5/22/98,News,1,8760,Brief torrential rain,1
1374,0,Kenya,0,37.167,-0.955933,106206.57,5/27/98,5/31/98,News,19,800,Heavy rain,1
1376,0,Afghanistan,0,66.0345,36.8574,48940.51,5/29/98,6/1/98,News,30,100,Heavy rain,1
1377,0,Russia,0,52.982,66.6416,56635.43,6/3/98,6/7/98,News,0,49,Ice jam/break-up,1
1378,0,Taiwan,0,120.822,23.6609,7743.49,6/1/98,6/8/98,News,3,300,Monsoonal rain,1
1379,0,North Korea,0,127.54,38.7474,8053.09,6/2/98,6/5/98,News,0,0,Tidal surge,1
1380,0,China,0,114.339,22.6488,5843.61,6/9/98,6/12/98,News,1,24,Heavy rain,1
1381,0,Indonesia,0,111.879,-7.75041,27340.16,6/10/98,6/11/98,News,0,180,Heavy rain,1
1382,0,Vietnam,0,105.136,21.3271,3247.25,6/9/98,6/10/98,News,0,0,Heavy rain,1
1383,0,India,0,68.8677,24.0181,4931.72,6/9/98,6/11/98,News,1126,15000,Extra-tropical cyclone,1
1384,0,Bangladesh,India,93.1722,26.7913,136001.75,6/9/98,6/12/98,News,77,2000,Monsoonal rain,1
1385,0,USA,0,-70.6583,44.0151,19951.35,6/13/98,6/19/98,News,1,0,Heavy rain,2
1386,0,Turkey,0,42.0509,40.6454,28446.77,6/12/98,6/15/98,News,9,0,Brief torrential rain,1
1387,0,Afghanistan,0,70.1175,34.4397,11603.78,6/12/98,6/15/98,News,30,100,Heavy rain,1
1390,0,China,0,112.322,28.8202,292972.72,8/5/98,9/7/98,News,575,1115000,Heavy rain,2
1392,0,China,0,111.905,36.6228,72123.72,7/4/98,7/20/98,News,113,90000,Heavy rain,1
1393,0,China,0,102.714,28.9415,235631.23,6/27/98,7/13/98,News,170,240000,Heavy rain,1
1394,0,China,0,114.847,30.3363,305479.68,6/18/98,7/13/98,News,164,370000,Heavy rain,1
1395,0,China,0,112.868,23.1199,41223.71,6/25/98,7/6/98,News,180,150000,Heavy rain,2
1396,0,China,0,109.874,24.8178,26915.69,6/15/98,6/28/98,News,66,500000,Heavy rain,2
1397,0,China,0,105.422,29.6288,29725.68,6/18/98,6/19/98,News,27,0,Heavy rain,1
1398,0,China,0,117.451,28.8404,36417.4,6/12/98,7/9/98,News,51,434500,Heavy rain,2
1399,0,China,0,119.82,27.6882,54190.53,6/12/98,6/25/98,News,126,750000,Heavy rain,2
1400,0,China,0,113.649,28.3755,170585.74,6/12/98,6/27/98,News,40,400000,Heavy rain,2
1401,0,USA,0,-93.0881,39.7927,73860.39,6/13/98,6/17/98,News,0,1000,Heavy rain,2
1402,0,USA,0,-120.452,37.384,4080.72,6/14/98,6/15/98,News,0,0,Snowmelt,1
1403,0,UK,0,-3.96748,57.6109,3551.22,6/13/98,6/14/98,News,0,120,Brief torrential rain,1
1406,0,Australia,0,147.392,-36.9441,54956.14,6/22/98,6/24/98,News,1,300,Brief torrential rain,2
1407,0,Mexico,0,-99.2196,17.2264,58057.89,6/19/98,6/23/98,News,0,400,Heavy rain,1
1408,0,Somalia,0,45.5657,2.63895,29465.97,6/24/98,6/25/98,News,22,2000,Heavy rain,1
1409,0,USA,0,-71.8819,44.1768,18116.79,6/24/98,7/1/98,News,21,11000,Brief torrential rain,2
1410,0,Vietnam,0,105.344,21.5645,28276.08,6/28/98,7/11/98,News,4,12000,Heavy rain,1
1411,0,New Zealand,0,174.495,-40.5821,90967.35,6/30/98,7/20/98,News,0,40,Heavy rain,2
1412,0,Mexico,0,-98.8272,18.0078,78599.82,7/2/98,7/3/98,News,1,520,Heavy rain,1
1413,0,Bangaldesh,India,91.8551,25.9513,116176.66,7/5/98,9/22/98,News,2632,25000000,Monsoonal rain,2
1414,0,Kyrgyzstan, Uzbekistan,63.3028,45.5457,529.582,7/8/98,7/8/98,News,93,14000,"Dam/Levy, break or release",1
1415,0,Somalia,0,45.5127,3.04611,65726.76,7/13/98,7/17/98,News,0,500,Heavy rain,1
1416,0,Russia,0,150.45,61.4991,102657.49,7/19/98,7/20/98,News,0,56,Heavy rain,1
1417,0,Sri Lanka,0,80.2213,7.38157,5703.44,7/17/98,7/20/98,News,1,12500,Brief torrential rain,1
1418,0,Uganda,0,32.7263,0.648437,3408.41,7/20/98,7/24/98,News,0,20000,Heavy rain,1
1419,0,Australia,0,149.072,-31.4627,146391.32,7/19/98,9/10/98,News,1,6300,Brief torrential rain,2
1420,0,Slovakia,0,20.8647,48.8353,4900.81,7/20/98,7/24/98,News,47,3618,Brief torrential rain,1
1421,0,Czech Republic,0,19.3608,48.8573,11.9565,7/23/98,7/24/98,News,6,0,Heavy rain,1
1422,0,Indonesia,0,112.801,-7.6636,32182.57,7/23/98,7/26/98,News,26,0,Brief torrential rain,1
1423,0,Poland,0,19.1174,49.8767,13180.01,7/23/98,7/27/98,News,9,1200,Heavy rain,1
1472,0,Somalia,0,42.9558,0.917951,8692.64,11/18/98,11/30/98,News,0,300,Heavy rain,1
1323,0,Vanuatu,0,168.381,-17.6517,997.265,3/20/98,3/23/98,News,0,1000,Tropical cyclone,1
1344,0,Tajikistan,0,73.0892,38.1987,44210.4,4/24/98,4/27/98,News,52,1000,Rain and snowmelt,2
1358,0,China,0,108.082,30.511,79574.2,5/7/98,5/13/98,News,9,0,Brief torrential rain,1
1367,0,China,0,107.668,36.0394,51481.79,5/20/98,5/21/98,News,37,3600,Brief torrential rain,1
1368,0,China,0,113.059,31.1389,149532.7,5/20/98,5/25/98,News,8,15000,Brief torrential rain,1
1369,0,China,0,104.391,30.0976,216145.35,5/20/98,5/24/98,News,10,20000,Brief torrential rain,1
1371,0,China,0,112.446,23.4359,164944.04,5/24/98,6/1/98,News,15,1300,Heavy rain,1
1373,0,USA,0,-120.297,44.5387,26249.5,5/28/98,6/3/98,News,0,1600,Heavy rain,1
1375,0,Tajikistan,0,69.2454,39.6918,39903.11,5/31/98,6/2/98,News,0,1200,Heavy rain,1
1388,0,China,0,105.065,28.6274,35148.44,8/19/98,8/29/98,News,19,0,Heavy rain,1
1389,0,China,0,106.413,28.2752,133217.34,8/3/98,8/7/98,News,90,0,Heavy rain,1
1391,0,China,0,112.799,29.3931,367328.26,7/17/98,8/5/98,News,345,3120000,Heavy rain,2
1404,0,Romania,0,24.8346,47.0043,83833.29,7/1/98,7/10/98,News,5,50000,Heavy rain,1
1405,0,Romania,0,26.8101,46.6061,79160.2,6/8/98,6/24/98,News,31,5952,Heavy rain,2
1424,0,North Korea,South Korea,127.087,38.2982,75174.08,7/31/98,8/1/98,News,273,209000,Brief torrential rain,2
1425,0,USA,0,-88.0318,42.211,54155.77,8/4/98,8/6/98,News,2,600,Brief torrential rain,2
1426,0,Turkey,0,40.2558,40.8863,8224.46,8/10/98,8/11/98,News,50,0,Brief torrential rain,1
1427,0,Russia,0,117.806,52.2417,168600.45,8/12/98,8/13/98,News,0,16000,Heavy rain,1
1428,0,China,0,123.35,46.5755,620830.18,8/8/98,9/14/98,News,89,2160000,Heavy rain,2
1429,0,Yemen,0,44.4596,14.8371,128410.56,8/14/98,8/30/98,News,70,240,Brief torrential rain,1
1430,0,Ethiopia,0,34.023,7.75432,28907.15,8/10/98,8/17/98,News,3,66000,Brief torrential rain,1
1431,0,Nigeria,0,8.9692,11.8968,39717.53,8/15/98,8/16/98,News,15,5000,Heavy rain,1
1432,0,USA,Mexico,-98.3212,26.56,90194.84,8/22/98,8/27/98,News,17,1750,Tropical cyclone,2
1433,0,USA,0,-77.4251,35.0976,42372.92,8/27/98,8/29/98,News,2,17000,Tropical cyclone,1
1434,0,Japan,0,140.77,38.6122,73841.41,8/28/98,9/2/98,News,21,2000,Brief torrential rain,1
1435,0,Sudan,0,34.2833,17.1112,326113.13,8/28/98,9/10/98,News,25,816000,Heavy rain,2
1436,0,Tibet,Nepal,86.8106,29.24,215634.54,8/28/98,8/31/98,News,156,8000,Heavy rain,1
1437,0,USA,0,-84.6151,30.511,29738.8,9/3/98,9/3/98,News,3,65,Brief torrential rain,1
1438,0,Mexico,Guatamala,-92.6243,15.978,447483.11,9/3/98,9/12/98,News,407,400000,Tropical cyclone,2
1439,0,Niger,0,2.69808,13.7574,111379.28,9/5/98,9/9/98,News,0,20000,Heavy rain,1
1440,0,Russia,0,132.906,48.5204,36019.2,9/7/98,9/7/98,News,0,0,Heavy rain,1
1441,0,USA,0,-92.5707,29.6764,60557.25,9/11/98,9/14/98,News,1,17,Tropical cyclone,1
1442,0,Belgium,Netherlands,4.98754,51.0242,26853.61,9/14/98,9/16/98,News,1,400,Heavy rain,2
1443,0,Croatia,0,16.833,45.7638,20621.49,9/15/98,9/16/98,News,0,0,Heavy rain,1
1444,0,India,0,74.4164,20.4037,214517.36,9/16/98,9/18/98,News,12,50000,"Dam/Levy, break or release",1
1445,0,Phillipines,0,120.781,15.0247,3669.43,9/17/98,9/19/98,News,27,70512,Heavy rain,1
1446,0,Dominican Republic,Haiti,-70.8401,18.6733,67469.38,9/21/98,9/22/98,News,353,11140,Tropical cyclone,1
1447,0,USA,0,-87.05,30.6642,214764.31,9/15/98,9/16/98,News,4,0,Tropical cyclone,1
1448,0,USA,0,-94.1557,38.9567,6064.27,10/6/98,10/7/98,News,11,0,Heavy rain,1
1449,0,Liberia,0,-10.9621,7.05753,5936.01,9/17/98,10/2/98,News,8,5000,Heavy rain,1
1450,0,South Korea,0,127.577,35.5953,39190.11,9/27/98,10/1/98,News,19,2376,Tropical cyclone,1
1451,0,Japan,0,134.163,33.3288,9471.48,9/30/98,10/2/98,News,6,2200,Brief torrential rain,2
1452,0,Benin,0,2.31523,11.0162,63075.85,9/1/98,9/24/98,News,5,5500,Heavy rain,1
1454,0,Nigeria,0,4.48983,8.84162,29086.58,10/12/98,10/18/98,News,0,110000,Heavy rain,1
1453,0,Algeria,0,4.12995,35.8403,15756.75,9/23/98,9/24/98,News,1,700,Brief torrential rain,1
1455,0,Iran,0,54.2367,37.142,37475.38,10/3/98,10/9/98,News,8,0,Heavy rain,1
1456,0,Philippines,Taiwan,121.589,16.9811,70498.49,10/13/98,10/17/98,News,48,30000,Tropical cyclone,1
1457,0,India,0,79.4042,16.1464,194230.08,10/1/98,10/20/98,News,230,80000,Heavy rain,1
1458,0,Brazil,0,-51.261,-25.2628,119111.56,10/3/98,10/14/98,News,0,8500,Heavy rain,1
1459,0,USA,0,-98.3901,29.4084,20712.8,10/17/98,10/23/98,News,29,5300,Heavy rain,2
1460,0,Ghana,0,-0.150337,5.93195,25281.98,10/19/98,10/24/98,News,3,0,Heavy rain,1
1461,0,UK,0,-3.35863,51.6904,52224.22,10/22/98,10/24/98,News,11,400,Heavy rain,1
1462,0,Vietnam,0,109.082,13.3286,24646.47,10/16/98,10/23/98,News,42,0,Heavy rain,1
1463,0,Taiwan,0,121.152,23.658,24807.76,10/23/98,10/24/98,News,156,400000,Heavy rain,1
1464,0,Honduras,Panama,-83.9413,12.1801,241305.54,10/24/98,11/5/98,News,11000,2000000,Brief torrential rain,2
1465,0,USA,0,-95.4115,36.7439,50302.57,10/30/98,10/31/98,News,1,2000,Heavy rain,1
1466,0,Germany,0,8.67822,51.1161,79672.26,10/31/98,11/17/98,News,3,0,Heavy rain,1
1467,0,Ukraine,Slovakia,23.4563,48.1222,91277.04,11/5/98,11/23/98,News,16,25000,Heavy rain,2
1468,0,Dominican Republic,0,-70.7941,19.0446,32651.28,11/10/98,11/12/98,News,2,200,Heavy rain,1
1469,0,Mozambique,0,34.3905,-19.7957,78988.22,11/1/98,11/10/98,News,2,0,Heavy rain,1
1470,0,USA,0,-95.4957,30.8786,15178.46,11/13/98,11/15/98,News,0,100,Heavy rain,1
1471,0,Vietnam,0,107.783,15.9397,25144.53,11/13/98,11/16/98,News,17,0,Heavy rain,1
1473,0,Indonesia,0,118.66,-8.57047,56182.25,11/17/98,11/22/98,News,15,12000,Tropical cyclone,1
1474,0,Vietnam,0,107.967,15.6947,10722.75,11/19/98,11/24/98,News,90,2000000,Tropical cyclone,1
1475,0,Vietnam,0,108.779,14.4466,9572.84,11/25/98,11/25/98,News,49,0,Tropical cyclone,1
1476,0,Honduras,0,-86.9888,15.4994,18006.15,11/27/98,11/30/98,News,0,20000,Heavy rain,1
1477,0,Congo,0,18.9616,-3.8614,59066.92,11/24/98,11/30/98,News,0,20000,Heavy rain,1
1478,0,Indonesia,0,107.063,-6.83999,46298.26,12/27/98,12/31/98,News,0,9600,Brief torrential rain,1
1479,0,USA,0,-121.499,45.7332,105292.02,12/27/98,12/30/98,News,0,70,Heavy rain,1
1480,0,Sri Lanka,,81.3665,7.95553,21112.23,12/20/98,12/20/98,News,0,0,0,1
1481,0,Malaysia,,103.263,4.28471,72079.7,12/20/98,12/21/98,News,0,0,0,1
1482,0,Honduras,,-87.3203,15.5233,16546.85,12/20/98,12/21/98,News,0,0,0,1
1483,0,UK,,-2.92996,56.0881,8195.08,12/20/98,12/21/98,News,0,0,0,1
1484,0, Fiji,,179.037,-18.0546,6286.31,1/7/99,1/10/99,News,0,0,0,1
1485,0,USA,,-86.4337,39.2186,18264.99,1/4/99,1/10/99,News,0,0,0,1
1486,0,USA,,-82.9781,40.092,21898.24,1/4/99,1/10/99,News,0,0,0,1
1487,0,USA,0,-94.7091,32.2778,56744.18,2/1/99,2/5/99,News,0,0,Heavy rain,1
1488,0,South Africa,0,29.8759,-30.5573,75253.95,2/4/99,2/7/99,News,7,5000,Heavy rain,1
1489,0,Phillipines,0,126.134,8.1918,42062.1,2/4/99,2/8/99,News,24,500000,Brief torrential rain,1
1490,0,Australia,0,151.005,-26.4204,322868.72,2/6/99,2/12/99,News,7,1400,Monsoonal rain,2
1491,0,Indonesia,0,102.854,-0.357822,136488.28,2/9/99,2/14/99,News,2,2000,Monsoonal rain,1
1492,0,Thailand,0,102.126,15.5463,117753.3,2/9/99,2/13/99,News,3,20000,Heavy rain,1
1493,0,Philippines,0,125.997,7.916,27978.33,2/20/99,2/22/99,News,39,2700,Brief torrential rain,2
1494,0, Peru,0,-74.7936,-5.50598,107432.01,2/20/99,2/24/99,News,36,40000,Heavy rain,1
1495,0,Columbia,0,-74.7482,6.03141,72042.07,2/18/99,2/27/99,News,16,20000,Heavy rain,1
1496,0,Romania,Hungary,25.2381,49.2392,115184.25,2/21/99,3/18/99,News,2,8000,Heavy rain,2
1497,0,Mozambique,0,33.4679,-23.2947,127726.03,1/15/99,3/15/99,News,15,200000,Heavy rain,2
1498,0,UK,0,-0.566246,54.0603,8304.1,3/7/99,3/13/99,News,0,800,Heavy rain,2
1499,0,Australia,0,116.293,-22.4264,57804.48,3/15/99,3/21/99,News,0,1000,Extra-tropical cyclone,1
1500,0,Bolivia,0,-66.7448,-12.6952,285348.93,3/15/99,3/18/99,News,0,1000,Heavy rain,1
1501,0,USA,0,-97.211,48.7569,9610.7,4/1/99,4/14/99,News,0,0,Snowmelt,1
1502,0,Columbia,0,-71.5096,2.72862,360327.85,4/9/99,4/15/99,News,26,300,Heavy rain,1
1503,0,Belarus,0,25.9533,52.406,130388.15,3/7/99,4/10/99,News,0,2000,Snowmelt,1
1504,0,Phillipines,0,126.304,8.22671,27207.35,4/15/99,4/21/99,News,11,200,Heavy rain,1
1505,0,Sri Lanka,0,80.6769,7.44822,19024.24,4/17/99,4/22/99,News,6,200000,Heavy rain,1
1506,0,USA,0,-106.211,40.5341,58491.35,4/29/99,5/6/99,News,0,450,Heavy rain,2
1507,0,Switzerland,Germany,8.09713,48.9515,79469.33,5/12/99,5/17/99,News,2,0,Heavy rain,2
1508,0,China,0,111.865,31.4841,100713.39,5/18/99,5/21/99,News,3,69200,Heavy rain,1
1509,0,Peru,0,-69.9695,-3.40199,184577.68,5/13/99,5/24/99,News,4,250000,Brief torrential rain,1
1510,0,Russia,0,128.374,64.5213,76624.97,5/21/99,5/24/99,News,0,4000,Snowmelt,2
1511,0,Germany,Austria,9.92606,48.3676,54320.02,5/22/99,5/29/99,News,6,2000,Heavy rain,2
1512,0,China,0,116.149,27.9323,73327.2,5/26/99,6/23/99,News,11,0,Heavy rain,1
1513,0,Pakistan,0,69.8959,24.9156,59617.85,5/20/99,5/22/99,News,168,200000,Tropical cyclone,1
1514,0,Mexico,0,-102.409,29.9758,162984.68,6/14/99,6/16/99,News,12,0,Heavy rain,1
1515,0,China,0,95.886,34.8414,97849.14,6/12/99,6/19/99,News,27,100000,Heavy rain,1
1516,0,Romania,Slovakia,25.4239,47.1999,121165.09,6/22/99,7/1/99,News,19,914,Heavy rain,2
1517,0,Bangladesh ,0,91.5543,24.721,71740.1,6/21/99,7/6/99,News,19,100000,Brief torrential rain,1
1518,0,Mexico,0,-99.0399,18.0065,53032.65,6/24/99,6/28/99,News,4,15000,Tropical cyclone,1
1519,0,Japan,0,133.427,34.8414,50659.28,6/28/99,6/30/99,News,29,14000,Heavy rain,1
1520,0,USA,0,-97.1147,37.6634,263026.77,6/28/99,7/5/99,News,4,50,Brief torrential rain,1
1521,0,China,0,103.202,28.1269,123894.33,4/25/99,6/29/99,News,49,830000,Heavy rain,1
1522,0,China,0,111.673,28.5161,362133.7,6/23/99,8/3/99,News,725,5530000,Heavy rain,1
1523,0, Tajikistan,0,66.3342,40.1935,87355.4,7/7/99,7/12/99,News,25,3003,Brief torrential rain,1
1524,0,USA,0,-118.292,39.3177,4316.89,7/8/99,7/9/99,News,2,0,Brief torrential rain,1
1525,0,Romania,Hungary,21.9585,47.5891,100811.26,7/9/99,7/16/99,News,16,3225,Heavy rain,1
1526,0,Yugoslavia,0,20.1296,45.2537,31125.65,7/9/99,7/12/99,News,7,5000,Brief torrential rain,1
1527,0,Bangladesh,India,89.6291,25.5968,132357.54,7/11/99,8/3/99,News,356,33100003,Monsoonal rain,1
1528,0,Australia,0,151.043,-33.4712,67712.26,7/14/99,7/16/99,News,3,20,Heavy rain,1
1529,0,China,0,105.127,36.4956,35711.45,7/13/99,7/15/99,News,2,0,Heavy rain,1
1530,0,Iran,0,52.7616,36.7876,31880.32,7/15/99,7/27/99,News,37,8000,Brief torrential rain,2
1531,0,USA,0,-94.4195,43.794,56673.45,7/2/99,7/24/99,News,1,1500,Brief torrential rain,2
1532,0,Vietnam,Thailand,107.245,14.7952,142575.74,7/24/99,8/5/99,News,46,52000,Brief torrential rain,2
1533,0,North Korea,South Korea,128.133,37.5661,45338.73,7/30/99,8/8/99,News,152,144000,Tropical cyclone,2
1534,0,Sudan,0,32.4508,15.5737,167131.59,8/1/99,9/10/99,News,40,80000,Heavy rain,1
1535,0,Cambodia,0,106.09,13.4329,92451.53,8/2/99,8/8/99,News,9,8000,Brief torrential rain,2
1536,0,China,0,98.9663,30.4623,147169.8,8/4/99,8/7/99,News,8,24000,Brief torrential rain,1
1537,0,Iran,0,47.6599,37.4688,63177.2,8/8/99,8/9/99,News,6,0,Heavy rain,1
1538,0,USA,0,-101.639,43.9886,73290.6,8/6/99,8/8/99,News,1,0,Heavy rain,1
1539,0,China,0,111.384,27.0564,104528.16,8/12/99,8/16/99,News,77,120000,Brief torrential rain,1
1540,0,Bangladesh,India,90.5917,23.9425,66372.4,8/11/99,8/15/99,News,18,50000,Heavy rain,1
1541,0,Chad,0,19.552,19.8554,278827.48,8/1/99,8/23/99,News,0,130000,Brief torrential rain,1
1542,0,Venezuela,0,-63.8563,8.12201,67744.31,8/17/99,8/21/99,News,0,8000,Tropical cyclone,1
1543,0,China,0,113.711,23.4891,111159.49,8/21/99,8/25/99,News,1,352,Brief torrential rain,1
1544,0,USA,0,-92.7549,50.3392,29344.17,7/4/99,7/5/99,News,0,0,Heavy rain,1
1545,0,Russia,0,134.425,45.2732,97272.46,8/30/99,9/2/99,News,2,0,Extra-tropical cyclone,1
1546,0,Mexico,0,-102.778,19.2674,126001.58,9/7/99,9/8/99,News,10,1400,Tropical cyclone,1
1547,0,Romania,Bulgaria,25.6793,46.6241,123874.52,9/4/99,9/8/99,News,2,80,Brief torrential rain,1
1548,0,China,0,117.386,27.0353,112209.14,9/6/99,9/7/99,News,153,720000,Brief torrential rain,1
1549,0,Malaysia,0,99.6797,7.6154,29032.52,9/3/99,9/7/99,News,0,2000,Heavy rain,1
1550,0,Ethiopia,0,39.2098,9.64183,216423.75,8/23/99,9/7/99,News,0,6755,Heavy rain,1
1551,0,Ghana ,0,1.79199,11.1616,126690.79,9/3/99,9/13/99,News,1,9000,Heavy rain,1
1552,0,El Salvador ,0,-90.5833,14.8768,19146.13,9/10/99,9/13/99,News,4,5000,Heavy rain,1
1553,0,Philippines,0,121.73,15.89,22628.81,9/10/99,9/14/99,News,1,4500,Brief torrential rain,1
1554,0,Niger,0,7.555,14.4546,212066.82,9/7/99,9/14/99,News,7,22000,Brief torrential rain,1
1555,0,USA,0,-76.7187,38.6028,175232.64,9/14/99,10/10/99,News,68,35000,Tropical cyclone,2
1556,0,Japan ,0,135.664,34.5922,2621.54,9/15/99,9/16/99,News,4,14521,Heavy rain,1
1557,0,China,0,116.022,24.975,177650.73,9/15/99,9/18/99,News,8,10000,Tropical cyclone,1
1558,0,Mexico,El Salvador,-86.0563,14.8551,1159286.45,9/12/99,10/12/99,News,160,268200,Tropical cyclone,2
1559,0,India,Bangladesh,88.9474,23.3997,168965.63,9/24/99,9/29/99,News,45,0,Brief torrential rain,1
1560,0,Nigeria,Ghana,5.9793,12.5634,861989.44,9/15/99,10/11/99,News,85,396748,Heavy rain,2
1561,0,Mexico,0,-93.2456,18.4562,60539.63,10/12/99,10/29/99,News,425,300000,Brief torrential rain,2
1562,0,Dominican Republic,USA,-70.9329,19.5038,55652.77,10/22/99,10/26/99,News,4,0,Tropical cyclone,1
1563,0,Nigeria,0,11.938,6.60512,251262.56,10/26/99,11/8/99,News,50,0,Heavy rain,2
1564,0,South Africa,0,30.0083,-29.1447,93379.73,10/26/99,10/28/99,News,4,300,Brief torrential rain,1
1565,0,Vietnam,Thailand,107.05,14.986,232555.94,10/25/99,11/9/99,News,632,1114000,Tropical cyclone,2
1566,0,Ethiopia,0,37.5862,3.69145,197601.55,10/30/99,11/2/99,News,34,79000,Brief torrential rain,1
1567,0,India,0,85.3527,21.1735,191940.24,10/29/99,11/12/99,News,9803,10000000,Tropical cyclone,2
1568,0,France,0,3.51811,45.2358,91886.28,11/12/99,11/15/99,News,27,3000,Brief torrential rain,2
1569,0,Democratic Republic of Congo,Congo,18.6091,0.712298,738830.96,11/29/99,12/31/99,News,2,75000,Brief torrential rain,2
1570,0,USA,0,-124.075,45.1703,18279.39,11/26/99,11/28/99,News,0,100,Heavy rain,2
1571,0,Russia ,0,32.7609,60.2789,27470.57,11/29/99,12/2/99,News,2,0,Heavy rain,1
1572,0,Vietnam,0,107.876,16.181,74776.82,12/2/99,12/10/99,News,120,1000000,Heavy rain,2
1573,0,Somalia ,0,43.3182,0.581347,422129.92,12/1/99,12/6/99,News,0,0,Heavy rain,1
1574,0,Thailand ,0,104.168,14.8223,157176.83,12/4/99,12/7/99,News,0,0,Monsoonal rain,1
1575,0,Colombia ,0,-73.4589,7.55452,199850.29,9/15/99,12/15/99,News,0,771000,Heavy rain,1
1576,0,Venezuela,Columbia,-70.5443,9.42058,328213.37,12/15/99,12/20/99,News,20006,400000,Brief torrential rain,2
1577,0,Italy,0,14.1524,42.6196,30829.03,12/15/99,12/16/99,News,5,300,Heavy rain,1
1578,0,South Africa,0,30.4617,-29.7176,182952.54,12/21/99,12/23/99,News,23,2000,Heavy rain,1
1579,0,UK,0,-2.19884,52.2254,23629.19,12/25/99,12/27/99,News,2,200,Heavy rain,1
